,Bath,Bed,Half-bath,Price,Square_Feet,Zip_code
4590,4,5,0,639000,3125,91931
4591,2,3,1,569500,1900,92019
4592,1,3,0,529000,918,95020
4593,1,3,0,455000,1162,96161
4594,2,4,1,449900,2449,96002
4595,2,2,0,339000,1052,92549
4596,3,4,0,327500,2407,93308
4597,2,3,0,320000,1610,95467
4598,4,4,0,285999,1817,93551
4599,2,3,0,279900,1840,92395
4600,2,3,0,269990,1112,93550
4601,2,3,0,268900,1535,96103
4602,2,3,0,265000,1576,93711
4603,2,4,0,258000,1229,93535
4604,2,3,0,249370,1256,92314
4605,2,3,0,230000,1136,93550
4606,2,3,0,230000,1136,93550
4607,1,3,0,224900,1052,93534
4608,2,3,0,220000,1437,93555
4609,2,3,0,215000,1408,93561
4610,2,4,0,209900,1486,93534
4611,1,2,0,195000,832,92571
4612,1,2,0,179900,840,92314
4613,1,2,0,179900,840,92314
4614,2,2,0,175000,1394,95422
4615,4,4,1,1925000,5806,95524
4616,4,4,1,1695000,6314,95901
4617,4,5,0,1649000,4907,91367
4618,4,5,0,1649000,4907,91367
4619,2,3,0,1629000,2064,94949
4620,4,5,0,1570000,3294,96161
4621,5,4,0,1425000,3826,90290
4622,6,7,1,1399900,5306,91910
4623,4,4,1,1399000,4420,95762
4624,4,4,1,1295000,4126,92270
4625,2,3,0,1165000,2125,94558
4626,3,3,0,1125800,2624,92009
4627,2,4,1,1099000,2855,95037
4628,3,4,0,1098000,2448,94583
4629,3,4,0,1025000,2475,95037
4630,3,4,1,999000,3156,91762
4631,2,3,0,995000,1527,94558
4632,5,7,0,990000,3700,92236
4633,2,5,0,989000,2312,95119
4634,2,4,1,963888,2027,95111
4635,4,4,0,5375000,4240,94025
4636,3,3,1,4698000,4255,92037
4637,3,4,2,3998000,5300,94549
4638,2,3,0,3895000,3148,92663
4639,4,5,0,3750000,4518,90005
4640,5,5,1,3599000,5717,92663
4641,7,6,2,3580000,8814,91362
4642,2,3,1,3175000,2877,92651
4643,4,5,1,3149999,4208,94549
4644,7,6,0,3130000,6869,91302
4645,5,5,1,2999999,7144,91362
4646,3,3,0,2875000,1950,92014
4647,4,5,2,2300888,3259,96150
4648,4,4,2,2300888,3259,96150
4649,2,5,0,2295000,2516,92075
4650,4,4,1,2288000,5070,91604
4651,6,6,0,2199000,4707,91356
4652,4,5,0,2190000,3297,90275
4653,5,5,1,2100000,6110,91709
4654,2,3,0,1899000,1890,94002
4655,3,4,0,775000,2714,91739
4656,3,5,0,769000,2567,93012
4657,3,3,0,769000,1300,96142
4658,2,3,0,759000,1520,92831
4659,3,4,1,749900,3153,91739
4660,3,5,1,739000,2887,92020
4661,3,4,0,739000,2705,91739
4662,2,2,0,735000,1470,92029
4663,2,3,0,730000,1333,91316
4664,3,5,1,725000,3501,92882
4665,2,4,0,718000,1366,92126
4666,2,5,0,706000,2800,92591
4667,3,4,1,699000,3884,92548
4668,3,5,0,699000,2848,93510
4669,3,4,0,699000,2848,93510
4670,2,3,0,699000,2142,92082
4671,3,3,1,695000,3127,92234
4672,3,3,1,689990,2430,92211
4673,3,5,0,689000,2397,95340
4674,2,3,0,689000,1578,92866
4675,2,2,0,444900,2820,93555
4676,2,4,1,444000,2427,93561
4677,3,4,0,439900,2370,93551
4678,2,3,0,439900,1782,92563
4679,2,3,0,435000,2075,92509
4680,3,4,0,434999,2301,92336
4681,2,3,0,434900,1790,92505
4682,2,3,0,429999,1570,91752
4683,3,4,0,429950,2923,95245
4684,3,4,1,427500,2960,92551
4685,3,12,0,425000,3200,96093
4686,2,4,1,420000,2004,92377
4687,2,2,0,419900,1072,92879
4688,3,5,0,419000,2603,93551
4689,3,5,0,419000,2603,93551
4690,2,4,1,419000,2531,92260
4691,2,3,1,419000,1826,95451
4692,3,4,0,405000,3042,92582
4693,3,3,0,405000,2202,93551
4694,2,3,1,405000,2202,93551
4695,1,2,0,129900,789,93307
4696,1,2,0,128000,832,93550
4697,2,3,0,119000,1364,96137
4698,1,2,0,109900,1000,96094
4699,3,4,0,1600000,4649,95338
4700,4,5,0,1185000,3075,93035
4701,3,4,0,1080000,3113,91789
4702,4,4,1,810000,4152,92883
4703,2,4,0,798888,1832,90504
4704,2,4,1,749900,3132,92084
4705,1,3,1,730000,1156,91606
4706,3,5,0,688000,3415,91766
4707,2,4,1,619800,2322,91701
4708,2,3,0,599000,1859,94503
4709,2,4,0,569000,1644,92020
4710,2,4,0,549000,1381,91724
4711,2,4,1,459999,2914,92567
4712,2,3,1,399000,1747,95608
4713,2,5,0,385000,1892,95678
4714,2,3,0,379000,1353,94585
4715,3,4,0,369900,2304,92382
4716,2,3,0,350000,1604,95240
4717,2,3,1,309900,2119,92544
4718,1,2,0,270000,956,90059
4719,1,2,0,269900,996,91390
4720,2,3,0,240000,1554,93306
4721,2,3,0,195000,1040,95666
4722,1,1,0,155000,730,92325
4723,1,2,0,70000,1824,93268
4724,1,2,0,70000,865,93268
4725,1,2,0,55000,671,93268
4726,1,3,0,50000,680,93268
4727,2,3,0,839000,2471,92832
4728,2,3,0,839000,2471,92832
4729,2,3,0,835000,2297,92692
4730,3,5,1,829900,3770,93010
4731,2,4,1,819900,2399,93012
4732,2,3,0,819000,1356,90065
4733,2,4,0,817000,1827,90732
4734,3,3,0,799000,2350,92026
4735,2,4,0,799000,1921,92629
4736,2,4,0,799000,1921,92629
4737,2,4,1,788000,1606,91748
4738,4,3,0,780000,5630,93551
4739,3,4,0,779000,2157,91740
4740,2,4,2,777000,1949,92262
4741,2,4,0,774999,1658,92626
4742,3,4,1,750000,2074,91364
4743,2,5,0,749900,2282,92841
4744,3,4,0,749000,3083,92021
4745,3,3,1,741900,1950,91401
4746,3,3,0,739000,2034,93065
4747,2,3,1,367000,2218,95969
4748,2,3,0,365000,2006,92395
4749,2,4,1,360000,2409,93277
4750,2,4,0,355000,1754,92376
4751,2,3,0,349900,1707,95355
4752,2,3,0,344000,1300,92234
4753,2,3,0,340000,1196,93551
4754,3,4,0,339900,2412,93552
4755,3,4,0,339900,1636,92557
4756,3,4,0,334990,2296,92223
4757,2,3,1,329800,1474,92557
4758,3,3,0,325000,2005,93255
4759,2,4,1,324950,2170,95348
4760,3,5,0,324900,2746,92545
4761,4,3,0,320000,1860,93535
4762,2,3,0,318900,1949,92234
4763,2,3,0,304900,1528,93552
4764,2,3,0,298000,1647,95451
4765,2,3,0,294963,1735,93638
4766,2,4,0,272000,1700,92234
4767,3,3,1,799000,2497,95370
4768,1,2,0,775000,1029,92104
4769,3,3,0,749000,2089,92352
4770,2,4,0,745000,2380,93003
4771,1,2,0,735000,1262,90034
4772,2,3,0,725000,1990,91902
4773,2,4,1,699000,3009,95747
4774,3,4,0,649900,2357,94533
4775,3,3,0,639900,2200,96143
4776,2,4,0,629000,1497,91307
4777,3,6,0,595900,2127,91911
4778,2,3,0,595000,2050,91384
4779,2,3,0,492500,1046,94558
4780,3,3,0,475000,2436,92352
4781,3,6,0,450000,3100,92595
4782,2,3,0,425000,1452,92262
4783,3,4,0,419900,3264,93312
4784,2,4,0,409900,2475,92397
4785,2,3,0,399000,2174,96009
4786,1,3,0,899000,1116,93101
4787,3,4,0,898000,2604,92647
4788,3,4,0,898000,2604,92647
4789,2,3,1,879000,3031,95223
4790,3,4,0,875000,3258,91711
4791,2,4,1,870000,2316,91364
4792,2,4,1,849000,2119,92131
4793,3,3,1,849000,1571,94607
4794,2,4,1,838000,2076,90504
4795,3,5,0,824900,2570,92691
4796,2,4,1,810000,2958,92821
4797,2,4,1,810000,2958,92821
4798,2,3,1,799900,2065,92808
4799,2,3,1,799000,2000,93446
4800,3,3,0,795000,2026,91770
4801,4,6,0,789000,4293,93291
4802,2,2,0,775000,1346,91202
4803,2,3,0,759000,1425,90720
4804,2,3,0,759000,1425,90720
4805,2,3,0,750000,1900,92626
4806,3,3,0,349000,1422,92352
4807,2,3,0,337000,1694,95252
4808,2,4,0,329000,1878,93552
4809,3,4,0,325000,1766,93550
4810,2,2,0,325000,1544,96125
4811,2,3,1,315000,2341,92395
4812,2,4,0,315000,1700,92391
4813,2,3,1,314900,1773,92585
4814,1,3,1,299900,1716,93544
4815,2,3,0,295000,1000,92553
4816,2,3,0,289900,1320,93510
4817,2,3,0,285000,2042,93555
4818,2,3,0,285000,1218,95255
4819,3,4,0,275000,1744,93550
4820,2,5,0,274000,1920,93238
4821,3,3,0,265000,1989,92582
4822,2,4,0,260000,1336,93550
4823,2,4,0,250000,1509,93560
4824,2,3,0,249900,1623,96097
4825,2,3,0,249900,1302,93534
4826,3,5,0,859900,3258,92804
4827,1,4,0,859000,2660,91745
4828,2,5,1,858985,2506,92807
4829,2,3,0,799000,1688,95472
4830,2,4,1,710000,2525,92692
4831,2,4,0,680000,1650,92866
4832,1,2,1,595000,1760,95959
4833,1,3,1,555000,1278,90603
4834,2,3,0,549000,1234,95618
4835,1,2,0,538800,804,94619
4836,2,3,0,535000,1234,95618
4837,2,4,0,499000,1163,91740
4838,2,3,0,495000,1736,93033
4839,1,2,0,450000,747,94558
4840,1,2,0,449900,813,92399
4841,3,5,0,445000,2441,92563
4842,4,4,0,439000,2876,92352
4843,4,5,1,727000,5051,92270
4844,2,5,1,725000,2776,92056
4845,2,4,0,685000,1924,91103
4846,2,3,1,680000,2382,94561
4847,4,4,0,675000,2726,92253
4848,3,5,1,674500,3991,93277
4849,2,3,0,665000,1131,92840
4850,2,4,1,639000,2366,93010
4851,2,3,0,639000,1402,92630
4852,2,3,0,639000,1402,92630
4853,2,4,1,630000,2192,92081
4854,2,4,0,629900,2022,92021
4855,4,6,0,628000,3423,92880
4856,2,5,1,625000,2873,92028
4857,1,3,0,600000,1016,90016
4858,3,5,0,599980,2810,92880
4859,3,5,0,599900,3000,92880
4860,3,3,0,599000,1875,91311
4861,3,5,1,589000,3697,92562
4862,2,4,0,589000,1401,91303
4863,1,3,0,650000,1144,90065
4864,2,3,0,575000,1390,91913
4865,1,3,0,559000,1274,91016
4866,2,3,0,479000,1972,95946
4867,3,4,1,419900,2674,93711
4868,2,3,1,410000,2665,92545
4869,3,3,0,400000,1330,90660
4870,2,3,0,259000,1252,92404
4871,2,4,0,229000,1259,92392
4872,1,3,0,219900,1008,95383
4873,3,3,0,1335000,4298,93790
4874,4,5,1,1048000,4380,94510
4875,3,5,0,895000,2883,91311
4876,3,5,0,785000,2674,92692
4877,3,6,0,595000,2530,92025
4878,2,3,0,525000,1325,90806
4879,2,3,1,295000,2579,93313
4880,2,3,0,289500,1936,95223
4881,2,3,0,279500,1596,92371
4882,2,3,0,269900,1776,92284
4883,2,3,0,265000,1620,95983
4884,2,3,0,265000,1593,93550
4885,2,3,0,265000,1593,93550
4886,2,4,0,245000,1288,93550
4887,2,3,0,235000,1305,93560
4888,2,2,0,234900,1055,93535
4889,2,4,0,229000,1259,92392
4890,2,2,0,199000,1196,92544
4891,1,3,0,195000,1787,93534
4892,1,2,0,155000,770,95947
4893,2,3,0,118500,1060,93501
4894,3,4,0,525000,2068,92592
4895,2,3,0,420000,1210,93030
4896,2,3,0,418000,1001,91767
4897,3,4,0,1425000,2334,92627
4898,2,2,2,1299000,2141,92509
4899,2,2,2,1299000,2141,92509
4900,2,3,0,1299000,1550,95125
4901,3,4,0,1290000,3220,95020
4902,3,3,0,1250000,2567,93924
4903,2,3,0,679000,1596,92886
4904,1,2,0,599000,1152,90807
4905,3,4,1,597000,2777,95620
4906,2,4,1,555000,1982,92373
4907,2,3,0,485000,2713,96021
4908,2,2,0,479500,1450,96161
4909,1,3,0,425000,1110,92026
4910,1,2,1,115000,660,96007
4911,2,2,0,275000,1390,93215
4912,2,3,0,799000,1230,95003
4913,2,4,1,475000,2304,95821
4914,2,2,0,1200000,1700,95460
4915,2,4,1,1099999,1871,94587
4916,3,5,0,950000,2639,95020
4917,1,4,2,899900,1800,92110
4918,2,3,0,718000,1830,95304
4919,3,5,0,705000,3148,92154
4920,2,3,0,679000,1462,93021
4921,2,4,1,650000,2613,93723
4922,2,4,0,650000,2204,91701
4923,2,5,0,495000,1316,91911
4924,3,5,0,485000,2184,92114
4925,5,5,2,479000,3368,93930
4926,2,3,0,479000,1353,96150
4927,2,3,0,439000,2144,95228
4928,2,3,0,419500,1620,96137
4929,3,5,0,389500,3390,92223
4930,2,3,0,375000,1748,95843
4931,2,3,0,359900,1624,92210
4932,2,3,0,330000,1108,92315
4933,1,2,1,299900,1075,92315
4934,2,3,1,299000,1735,95823
4935,1,2,0,295000,1092,95667
4936,2,3,0,279950,1440,95383
4937,2,3,0,264900,1180,95991
4938,2,4,0,254900,1760,92372
4939,3,5,1,669000,2697,92315
4940,2,3,0,650000,2535,92028
4941,3,4,1,649900,3269,92503
4942,3,5,0,625000,2298,93446
4943,2,4,0,625000,1650,93063
4944,4,6,0,620000,4117,93636
4945,3,4,0,619000,2663,91977
4946,2,4,0,619000,1418,92119
4947,2,4,0,618000,1600,91789
4948,1,3,0,615000,1566,90712
4949,2,4,0,609950,2015,93065
4950,3,4,1,600000,3630,92211
4951,3,2,0,599000,1929,95246
4952,2,4,0,599000,1338,96150
4953,2,2,0,599000,1189,92692
4954,2,2,0,599000,1189,92692
4955,2,3,0,595000,1510,95457
4956,2,2,0,589000,1664,92262
4957,2,3,0,589000,1614,90603
4958,2,2,0,588000,1295,92692
4959,2,3,0,250000,1466,92392
4960,2,2,0,249000,1466,95245
4961,1,4,1,249000,1092,95388
4962,1,2,0,239900,980,92315
4963,1,2,0,239900,774,93551
4964,2,2,0,239000,1074,92341
4965,2,3,0,225500,1860,93306
4966,2,2,0,219800,1073,92341
4967,2,4,0,214900,1417,93277
4968,2,3,0,207000,1296,93555
4969,1,3,1,195000,1088,93726
4970,2,3,0,194500,1440,93644
4971,2,5,0,182000,1760,92274
4972,2,3,0,180000,1287,93560
4973,1,2,0,175000,648,92314
4974,1,1,1,173000,1120,96103
4975,1,3,0,152000,961,93618
4976,1,4,0,146000,1512,93263
4977,2,2,0,138500,1073,92544
4978,3,4,0,624000,1916,95728
4979,2,2,0,617500,1750,95922
4980,2,4,1,599999,1690,91750
4981,2,3,0,595000,1352,91790
4982,2,2,1,525000,1997,95963
4983,2,3,0,499000,2094,96161
4984,3,5,0,475000,2629,95648
4985,1,2,0,437000,734,90715
4986,2,4,0,430000,1717,92509
4987,2,3,1,369900,2257,92532
4988,3,3,0,364900,2344,92308
4989,2,4,1,315500,1703,92376
4990,3,3,0,315000,2300,96137
4991,2,3,0,315000,1778,93561
4992,3,5,0,290000,2376,93535
4993,2,3,0,285000,1520,92647
4994,2,3,1,270000,1352,92325
4995,2,3,0,225000,1208,92314
4996,2,2,0,199000,960,95370
4997,2,3,0,183000,1040,96007
4998,2,3,0,749999,1525,92624
4999,3,4,0,735000,1680,96145
5000,3,4,0,719900,2039,90712
5001,3,4,0,699000,3213,92592
5002,2,4,0,675000,1747,91773
5003,3,4,0,675000,1032,91942
5004,2,2,1,669669,2280,91911
5005,3,4,0,655000,3001,93312
5006,2,3,0,650000,1400,93510
5007,2,3,0,649900,1556,91360
5008,3,3,1,645000,2977,92253
5009,2,4,0,635900,1487,93066
5010,3,3,1,629000,2108,92264
5011,2,3,1,600000,2569,92373
5012,3,4,0,599900,2724,93551
5013,2,3,1,599900,2325,92026
5014,2,3,0,599000,1944,96150
5015,1,3,0,599000,1700,96076
5016,1,2,0,595000,792,92868
5017,2,5,0,259000,1698,92314
5018,2,2,0,249900,1503,92583
5019,2,3,0,249000,1456,92545
5020,1,3,0,245000,957,92411
5021,1,3,0,245000,957,92411
5022,2,3,0,244950,1680,95228
5023,2,3,0,235000,1536,92395
5024,2,3,0,232000,2034,92284
5025,2,4,0,225000,1575,92240
5026,1,2,0,210000,1018,93560
5027,2,3,0,199000,1088,93550
5028,1,3,0,190000,1087,93637
5029,2,3,1,179500,1591,93505
5030,2,3,0,175000,1376,95423
5031,2,3,0,169900,1416,93555
5032,2,2,1,159000,1156,93550
5033,2,3,0,319900,1818,95991
5034,3,5,0,2828000,3860,94539
5035,10,9,3,17000000,13732,90272
5036,3,5,1,7750000,2482,90254
5037,5,6,1,7300000,6794,96161
5038,2,4,3,4995000,4813,90210
5039,5,4,1,3950000,4881,90077
5040,6,6,1,3890000,7784,91709
5041,6,6,1,3890000,7784,91709
5042,6,6,1,3250000,8198,90008
5043,4,4,1,2999000,4030,92660
5044,2,5,1,2995000,2000,92014
5045,2,3,1,2975000,3148,92603
5046,2,3,0,2895000,2241,90265
5047,4,4,0,2495000,4275,91401
5048,2,3,1,2495000,2600,92672
5049,5,5,1,2399000,6000,92679
5050,2,3,1,2350000,1800,90266
5051,4,3,0,2299999,3810,90094
5052,3,4,1,2280000,3331,92603
5053,5,5,0,525000,3040,93270
5054,2,4,1,524999,2330,92530
5055,3,3,0,515000,2994,92270
5056,2,3,0,499950,1352,91335
5057,3,5,0,495000,2900,96137
5058,2,4,1,493990,1665,91766
5059,3,5,0,489900,3256,93551
5060,3,5,0,489900,3256,93551
5061,3,5,0,479900,2953,92563
5062,2,3,1,478000,2527,92592
5063,1,2,0,474950,1052,91335
5064,3,4,0,455000,2294,92591
5065,3,4,1,449900,2857,93292
5066,2,3,1,449000,2399,95451
5067,2,3,0,449000,1200,91786
5068,2,2,0,439000,1296,95247
5069,2,3,0,435000,1746,92262
5070,2,4,1,429000,2009,92592
5071,3,3,0,425000,2338,92315
5072,3,3,0,425000,2338,92315
5073,2,3,1,309000,1731,95252
5074,2,2,0,299900,1548,96003
5075,2,2,0,220000,1309,92308
5076,1,2,0,215000,898,93669
5077,4,6,1,6750000,4549,92660
5078,4,5,0,4850000,5591,94901
5079,4,4,0,3410000,2500,94957
5080,2,4,1,2850000,2664,95959
5081,5,5,0,2799000,5772,91301
5082,3,2,0,2695000,2287,95472
5083,5,5,0,2195000,6031,91320
5084,4,5,1,1995000,3886,92653
5085,3,3,1,1499000,3207,94574
5086,3,3,0,1275000,2238,90065
5087,2,4,0,1250000,2000,91361
5088,2,4,0,1158000,1896,91042
5089,3,5,0,1149000,2894,92626
5090,3,5,0,999000,2647,92646
5091,6,6,0,997500,3500,92352
5092,2,3,1,875990,2110,92694
5093,3,4,0,875000,2575,91709
5094,2,3,0,814000,1740,91104
5095,2,2,1,799900,2150,92692
5096,3,4,0,798800,3242,91739
5097,2,3,0,789000,1357,92626
5098,2,3,1,778000,1800,92688
5099,3,4,0,775000,2407,93065
5100,3,4,0,755308,2903,96106
5101,3,3,1,753900,1947,91401
5102,2,3,0,739000,1320,92691
5103,4,4,0,729000,2089,92683
5104,1,4,1,699000,1399,92102
5105,2,3,1,695000,1659,92886
5106,3,4,0,679950,3385,92881
5107,2,3,0,679000,1864,92264
5108,3,5,0,659888,3136,92336
5109,3,4,0,659000,3342,93720
5110,2,3,0,659000,1882,90240
5111,3,5,0,650000,2450,91343
5112,2,3,0,177000,1362,93257
5113,2,4,0,174000,1509,93555
5114,1,1,0,150000,545,92530
5115,1,2,0,149000,768,93662
5116,1,1,0,90000,694,93308
5117,1,2,0,45000,801,96137
5118,3,4,0,1599000,2816,91356
5119,4,4,0,1500000,5853,93267
5120,3,5,0,769000,2928,92065
5121,2,4,1,765000,2872,93021
5122,2,3,0,219900,1396,92395
5123,2,3,0,200000,1464,96094
5124,1,3,0,179900,1116,93561
5125,2,3,0,78500,1070,92311
5126,9,8,2,8995000,8627,90265
5127,4,4,0,1650000,2803,92107
5128,2,4,1,1099000,2546,92835
5129,3,4,0,775000,3014,94534
5130,2,4,0,299950,2278,93311
5131,2,3,1,280000,2391,93306
5132,3,4,0,1269000,2906,94550
5133,3,5,0,959000,3107,93402
5134,6,6,2,15450000,9335,90275
5135,9,6,0,15000000,11576,90027
5136,9,8,2,8995000,8627,90265
5137,5,5,0,5550000,5759,90265
5138,6,6,0,5488000,5400,91602
5139,6,5,0,5195000,5892,90210
5140,3,5,0,440000,3146,92563
5141,4,4,0,439000,2876,92352
5142,2,3,1,425000,2353,92532
5143,2,3,1,425000,2353,92532
5144,2,3,0,425000,1863,93454
5145,3,4,2,419000,2387,93252
5146,2,3,1,417000,2771,93561
5147,2,3,0,415000,1870,92253
5148,2,3,0,405000,1843,92270
5149,2,4,1,400000,2911,93312
5150,2,3,1,400000,2111,93704
5151,2,4,0,376999,2006,95467
5152,2,3,0,369900,1662,92584
5153,2,3,0,369000,1235,92336
5154,2,3,0,365000,1682,96125
5155,2,3,0,365000,1682,96125
5156,3,3,0,360000,2986,93535
5157,2,4,0,359999,2422,93711
5158,2,3,0,354900,1950,95252
5159,2,4,0,349000,2015,93551
5160,2,3,1,1695000,2077,92672
5161,4,5,1,1568000,4702,92692
5162,4,5,1,1568000,4702,92692
5163,2,3,0,1499000,1601,93001
5164,2,4,1,1475000,2292,92103
5165,3,6,0,1375000,3662,96150
5166,3,4,0,1279000,3590,91321
5167,3,4,0,1149999,2959,91301
5168,2,2,0,988888,1459,92835
5169,2,2,0,988888,1459,92835
5170,5,5,0,988000,3524,96126
5171,2,4,1,875000,2316,90621
5172,2,4,1,875000,2316,90621
5173,2,3,0,829000,1436,92677
5174,3,4,0,825000,2585,91791
5175,3,4,0,767900,2109,92831
5176,2,4,0,750000,1989,92128
5177,4,5,0,725000,2495,92260
5178,2,3,1,698000,3104,96137
5179,4,5,0,639900,3529,92592
5180,3,4,0,1274999,2320,92104
5181,3,5,0,1269000,3543,92867
5182,5,6,0,1200000,3100,96145
5183,3,5,0,1199000,2625,92656
5184,3,5,0,1199000,2625,92656
5185,3,5,0,897000,2390,92780
5186,2,3,1,859000,1876,91601
5187,2,3,1,799000,2036,92692
5188,2,4,1,798000,1901,92887
5189,2,2,0,770000,1808,93420
5190,2,5,1,759000,2201,91765
5191,2,5,1,759000,2201,91765
5192,3,2,0,749000,2260,92270
5193,2,3,0,749000,1836,96106
5194,4,6,0,699900,3446,92883
5195,2,3,0,685000,1363,93420
5196,3,6,0,659000,3611,92880
5197,3,3,0,655000,2740,92270
5198,4,8,0,650000,1316,91767
5199,2,4,0,619900,1369,90620
5200,4,4,1,2695000,6357,93023
5201,3,3,1,2695000,2585,94131
5202,4,5,1,2188000,6890,95722
5203,1,1,0,1850000,1141,91403
5204,1,1,0,1850000,1141,91403
5205,2,3,0,1595000,1351,93067
5206,3,3,1,1449000,1974,95125
5207,2,2,0,1250000,1160,93923
5208,3,4,0,999000,3140,92131
5209,2,3,1,988000,2873,95762
5210,3,4,0,979000,2973,94558
5211,3,4,0,889890,3171,96106
5212,3,4,0,889890,3171,96106
5213,3,4,0,888000,3504,95630
5214,2,3,1,876500,2082,94558
5215,2,3,1,869000,2082,94558
5216,2,4,1,799000,2246,93940
5217,4,5,1,775000,4007,96022
5218,2,4,0,755000,1660,91301
5219,3,4,1,1399000,3457,91377
5220,3,3,0,1399000,1654,93035
5221,7,7,1,1395000,5368,92562
5222,4,4,1,1388888,4111,92887
5223,3,4,0,1349000,2919,94507
5224,3,5,0,1325000,1691,92627
5225,3,4,0,1299900,2697,92672
5226,4,5,0,1298800,2579,92620
5227,2,4,0,1200000,1890,90275
5228,3,5,0,1175000,2645,92692
5229,2,3,1,1149000,3431,91737
5230,2,3,1,1149000,2957,94505
5231,2,4,1,1099000,4173,92028
5232,3,5,0,1099000,3601,93722
5233,3,6,0,1080000,2874,90703
5234,3,5,1,1059999,3680,93021
5235,3,4,1,1015000,3084,91901
5236,3,5,1,929000,3528,91350
5237,4,5,1,900000,3257,93065
5238,2,3,0,399900,1009,91786
5239,2,3,1,399800,1466,92352
5240,2,3,0,399500,1758,96093
5241,2,4,1,395900,2711,92201
5242,3,4,0,395000,1700,95821
5243,2,4,0,394900,1334,92507
5244,1,3,1,389000,1788,92376
5245,2,2,0,385900,1651,92584
5246,3,4,0,385000,2700,93283
5247,2,4,1,380000,2399,95206
5248,2,3,0,369900,1320,93563
5249,3,5,1,359000,3269,92203
5250,3,4,0,359000,1898,92201
5251,2,5,0,351500,1794,92501
5252,3,4,0,345900,1825,92316
5253,1,2,0,339000,840,96150
5254,2,3,0,335000,1544,92404
5255,2,3,0,329000,1696,96091
5256,2,3,0,325000,1590,93536
5257,2,4,1,315000,2680,92543
5258,2,3,0,528000,1608,92065
5259,2,3,0,479500,1064,93021
5260,2,3,0,425000,1978,93644
5261,2,4,1,399900,2502,92307
5262,2,4,0,375000,1977,92346
5263,2,3,0,319000,1529,95252
5264,2,3,0,314900,1418,95726
5265,2,3,0,289500,1857,93614
5266,1,1,0,269000,520,96150
5267,2,2,0,229000,1394,92308
5268,1,3,0,225000,858,93536
5269,2,3,0,78900,1336,92225
5270,5,5,1,8750000,5000,90272
5271,8,6,0,2995000,7765,91356
5272,5,4,0,1989900,2994,90046
5273,3,3,0,1850000,2808,92107
5274,4,3,0,1845000,3128,92024
5275,2,4,1,1758000,2600,92672
5276,4,4,1,1750000,4247,92264
5277,5,5,1,1699500,5180,93012
5278,2,3,1,1699000,3355,92886
5279,3,3,1,1697000,3813,92264
5280,3,4,0,1680000,2811,91007
5281,2,3,0,1649000,1643,90254
5282,4,5,1,1599000,4127,91403
5283,6,8,0,1550000,3044,92860
5284,3,3,0,1550000,2096,90077
5285,3,4,0,1499999,2432,92660
5286,2,4,1,1485000,1088,93426
5287,4,5,0,1399000,4575,91367
5288,2,3,0,1375000,1973,92603
5289,4,6,0,1367888,3458,92833
5290,3,4,1,1299000,3783,92064
5291,4,7,1,1295000,4829,92084
5292,3,3,0,479000,1374,92057
5293,2,3,1,478900,2592,92336
5294,2,4,1,469900,2724,92591
5295,2,5,1,469000,2409,93720
5296,2,4,0,460000,1300,91911
5297,3,4,0,459900,3095,93291
5298,1,2,1,435000,982,92780
5299,3,4,0,429900,2585,92563
5300,3,4,0,429900,1854,92315
5301,2,4,0,425000,2640,93225
5302,2,3,0,425000,2601,93711
5303,2,3,1,425000,2059,92504
5304,2,3,1,419999,1475,92880
5305,2,3,0,419000,920,91351
5306,2,2,0,417000,1064,93012
5307,2,4,0,415000,1798,92562
5308,2,3,0,400000,1489,92508
5309,1,2,1,400000,1173,92530
5310,3,5,0,399999,3242,93536
5311,2,4,0,399900,2650,93619
5312,3,3,0,1695000,2334,91011
5313,3,4,0,1599000,3500,94526
5314,2,2,0,1598000,1133,93923
5315,2,4,0,1499000,1700,95126
5316,6,4,0,1300000,5892,93536
5317,4,4,1,1199000,2934,96122
5318,4,4,0,1199000,2934,96122
5319,4,5,0,1187888,3054,92677
5320,2,3,0,1119000,2160,94963
5321,3,4,1,1099000,4212,92592
5322,4,5,0,1000000,4134,91914
5323,1,4,1,1000000,2079,92352
5324,3,5,0,945000,2948,92691
5325,3,4,0,825000,3249,92026
5326,3,5,0,810000,2440,93012
5327,2,3,1,799000,1909,95688
5328,2,4,0,798000,1386,94560
5329,2,3,0,749000,1829,90043
5330,2,3,0,719000,2147,96148
5331,1,2,0,679000,1092,94559
5332,4,5,0,879000,2890,92064
5333,3,4,0,872000,2434,92780
5334,3,4,0,859000,2885,93003
5335,3,3,0,859000,1800,93445
5336,2,2,0,849000,978,90505
5337,4,5,0,829890,4303,93311
5338,2,3,0,825000,2300,95454
5339,3,5,0,819000,3806,92860
5340,3,4,1,815034,2924,92027
5341,2,5,1,800000,2493,91344
5342,4,5,1,799900,3965,91739
5343,4,5,1,799900,3965,91739
5344,2,4,1,799000,3500,92315
5345,3,4,1,799000,2100,95457
5346,1,3,0,799000,1129,90278
5347,2,4,0,749000,1696,92029
5348,4,5,0,729900,3157,92587
5349,2,4,1,725000,2778,92592
5350,2,3,1,725000,2210,92084
5351,3,3,0,724900,1887,92262
5352,2,3,0,249900,2624,93555
5353,2,3,0,249900,1242,93550
5354,2,2,0,245000,2300,96094
5355,2,3,0,240000,1112,93550
5356,1,2,1,219000,1144,92382
5357,2,3,0,215000,1450,95988
5358,1,4,1,195000,1263,93648
